,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,date
0,0.5116048041470439,0.2643277709097541,0.35937925011369865,0.19627011079596307,0.08101040849341812,0.6270161240302947,0.504915419012984,0.6027974626123412,0.22098028280782173,0.3809967796896708,0.5453107379807406,0.24348265952699794,0.5493310062809427,0.1979456648742352,0.17215016153741314,0.03353149164484959,0.20061301800708775,0.1733280237564232,-0.20247727347546984,0.06147296224002596,2017-01-01
1,0.5112712115738711,0.28501673475971,0.3773446677755974,0.2232427111226845,0.12075889534718842,0.6044852141257635,0.492153745413608,0.5912580044656983,0.2515759536612957,0.39105273147136427,0.5254290651193965,0.2678353656868578,0.5585813602537614,0.2361206838852764,0.19506256191357263,0.07961370505101095,0.22573720628973415,0.20622571416039387,-0.13498653293382412,0.09971595029030356,2017-01-08
2,0.5112049689326225,0.30570569860966607,0.39531008543749613,0.2504496994033421,0.16050738220095878,0.5829663144650344,0.48031966370131657,0.5804088742861273,0.2821716245147695,0.40110868325305793,0.5061481266876817,0.2923282496784651,0.56783171422658,0.27429570289631755,0.21906021788375352,0.12569591845717265,0.25165804406617964,0.23912340456436454,-0.06749579239217851,0.13795893834058126,2017-01-15
3,0.5119669365435204,0.32639466245962195,0.41327550309939487,0.27806881008957013,0.20025586905472909,0.5643871514800012,0.47117927729489006,0.5715693307366579,0.3127672953682433,0.4111646350347514,0.48872504154503693,0.3170760294614682,0.5770820681993987,0.31247072190735864,0.24472717398792337,0.17177813186333413,0.2788137484040344,0.27202109496833515,-5.051850532789004e-06,0.1762019263908589,2017-01-22
4,0.5139973799890123,0.34708362630957784,0.4312409207612936,0.30627777763300296,0.2400043559084994,0.5501212994528011,0.4659903534918724,0.5656827698612265,0.3433629662217172,0.421220586816445,0.47414438633617856,0.3421934229955149,0.5863324221722173,0.3506457409183998,0.27264747476605006,0.21786034526949566,0.30764253637090844,0.3049187853723058,0.06748568869111293,0.2144449144411366,2017-01-29
5,0.5177365648515453,0.3677725901595338,0.44920633842319235,0.3352759249932614,0.2797528427622697,0.5415423326655714,0.46601065958980753,0.5636925877037693,0.373958637075191,0.4312765385981385,0.46339073770582323,0.36782217494811337,0.5955827761450359,0.38882075992944093,0.303400865159334,0.2639425586756572,0.338586808171194,0.3378164757762765,0.1349764292327586,0.2526879024914143,2017-02-05
6,0.5236278313737507,0.3884615540094897,0.4671717560850911,0.36565819461073623,0.31950132961604005,0.5399650042300516,0.47244375205265976,0.5665036089104092,0.40455430792866487,0.4413324903798321,0.45744117500610115,0.3945428039436578,0.6048331301178546,0.426995778940482,0.3374882979556353,0.3100247720818187,0.372165621942419,0.3707141661802471,0.20246716977440427,0.29093089054169197,2017-02-12
7,0.5321615988900692,0.41003017076558435,0.48616240688864787,0.3983660797171351,0.35981786185612913,0.5456902119641083,0.48555879688194625,0.5743558325959045,0.4351499787821388,0.4523230729416676,0.4571435525205656,0.4232920896020407,0.6145206335865098,0.4651707979515231,0.37534170638129827,0.35688710274610275,0.4089651858707828,0.40447010851599696,0.2699579103160499,0.3302829518348458,2017-02-19
8,0.5438650850920829,0.4339603358046745,0.5078284993408093,0.43435279433512364,0.4014904991338162,0.5581637914557463,0.5048369166599608,0.586928559316992,0.4657456496356126,0.4658441717111409,0.4632367390829142,0.45501711083031116,0.6255635802612005,0.5033458169625643,0.4173906893328292,0.4054558845721936,0.4495739792430071,0.4403453591400166,0.33744865085769554,0.37228629346095315,2017-02-26
9,0.5592664869801532,0.46115541283283795,0.5331074964895085,0.4745710940112645,0.4448492628465417,0.5768048048881469,0.5297345590333666,0.6038835332363188,0.4963413204890864,0.48288766865928245,0.47645619101314995,0.4906636741253959,0.6386836864634705,0.5415208359736055,0.4640644027524735,0.45595044252843464,0.4945800135760843,0.478944124689373,0.4049393913993412,0.4175906161908161,2017-03-05
10,0.5788927541369604,0.49251876555615204,0.5629368613826784,0.5193888043314788,0.49022417439174626,0.6010320033402361,0.5597078699116079,0.6248822826259706,0.5269369913425603,0.504445445757123,0.49753645839160543,0.5306932135792989,0.6546026685148632,0.5796958549846465,0.5152268755957277,0.5085901015831688,0.5439745134925125,0.520870611801133,0.47184636837239957,0.4668456207952363,2017-03-12
11,0.6029627688327376,0.5288490142054438,0.598129203955422,0.5674430650801183,0.537876015104967,0.6300628649605419,0.5940177823987097,0.6494466625602426,0.557968479572268,0.5314168830805781,0.5266257877961388,0.5743550420759218,0.673983276290447,0.6178708739956876,0.5690700438875491,0.5634933717771571,0.5959829356180035,0.5666014628708711,0.5367895404851883,0.5205628715633867,2017-03-19
12,0.6309853101767979,0.5695895459463477,0.6378817106866791,0.6170524513399784,0.587169697427728,0.6625674742002908,0.631394317373654,0.6767186646712847,0.5900535047863985,0.5635045164481647,0.5622778803218931,0.6207119492206424,0.696725316887147,0.6560458930067288,0.6234780640519366,0.6194743599604335,0.6485057143504307,0.6149628186510409,0.598574491153065,0.577466641242263,2017-03-26
13,0.6623694456246103,0.6132393007778449,0.6802657970383565,0.666535538193855,0.6368458125240007,0.697123736472286,0.6704780920948968,0.7057763130172647,0.6234649203328846,0.5995768139472792,0.6027779216060432,0.6688267246188389,0.7221969108871161,0.6942209120177699,0.6763350925128894,0.6744381486024327,0.6994432840876676,0.6636306032705219,0.6560068037913872,0.6350356585640746,2017-04-02
14,0.6965242426316443,0.6582780059735128,0.7233299771072228,0.7142304562364672,0.685632251097961,0.7323095571893302,0.7099097238208942,0.7356976316563504,0.658475579559659,0.6384852763696859,0.6464110972857637,0.7176666967096756,0.7497553628656732,0.7323959310288111,0.7255733472098246,0.7262713280467968,0.74675399961492,0.7102573422003085,0.7079312863761111,0.6907233143745092,2017-04-09
15,0.7327338684709914,0.7031858970960747,0.7651253803310817,0.7587150547704781,0.7322583437046786,0.7667258880787952,0.7483496906774532,0.7655588735042793,0.6952292371174352,0.6790794217831236,0.691444122796688,0.7653374980643698,0.7787536676245509,0.7693787034705635,0.7697142019387205,0.7728668918314847,0.789106225277307,0.7525032300356743,0.7536255586254857,0.7419906995546544,2017-04-16
16,0.7693060545420952,0.7464916773273773,0.8039525204879379,0.7987279323036771,0.7755907170530988,0.7992152564334858,0.7846666559319152,0.7944177260470463,0.732704317100387,0.7200197067463311,0.7359501056391042,0.8094876629567299,0.8081338639840011,0.8031700923233552,0.8076741032725198,0.8127284064056461,0.8256444395846174,0.7887597463066616,0.792635849707206,0.7870331374324591,2017-04-23
17,0.8040891085968755,0.7868118765667782,0.8385638132316071,0.8330106539874401,0.8147447880906721,0.8287643865554282,0.8178535490402141,0.8213207950230396,0.769261078153455,0.7596239951336293,0.7778865882925241,0.8477615287112665,0.8360933097680364,0.8325597619116107,0.8383767888940592,0.8454658390600591,0.8555219077839178,0.8187435100188216,0.824512411627079,0.8253764319095549,2017-04-30
18,0.8349286613428775,0.8227722878924053,0.8677593367949147,0.8603080204006508,0.84886221394006,0.854361932650432,0.846904962611971,0.8453145378547654,0.8032541030985392,0.7961740171988274,0.8152095665374537,0.877823278850818,0.8607508204915535,0.8563373765597546,0.8607498536451021,0.8708058503774585,0.8778950055060649,0.8423109040696726,0.8488186989366046,0.8566867141109339,2017-05-07
19,0.8596975152865516,0.8529987043823868,0.890339169410686,0.8800260796935377,0.8770846517239244,0.875000892057062,0.870818942534881,0.8654487111538491,0.8330610019295087,0.8279515031957349,0.8458834034375393,0.8986622500012509,0.8802252116694488,0.8734510367769941,0.8745092076568928,0.8884751009405802,0.8925557998700551,0.8593183113567319,0.8657671686900851,0.8806301151615878,2017-05-14
20,0.8774852534837867,0.8763612243652226,0.9054264513913695,0.8930342789702346,0.8987233908371008,0.8901472815493294,0.8889696382461251,0.8811323929394482,0.8576472609013334,0.8534862613658246,0.868783759907762,0.9114030045763126,0.8930172838992081,0.8842112818076683,0.8811153720353923,0.8984371852612705,0.9007031990920207,0.8697898119839393,0.8765015631235102,0.8970535076020476,2017-05-21
21,0.8890617632821846,0.8929998797352151,0.9138236458561351,0.9003982367093359,0.91397149344005,0.9001588273985133,0.9014402083311358,0.8924520336337476,0.8766005497291929,0.8725976447433731,0.8845042240516665,0.9173636147426625,0.8996134507656675,0.8896232109356916,0.8822627362598421,0.9018873142370156,0.9037247010757784,0.8746212000728524,0.8822376017946194,0.9067432836515018,2017-05-28
