,0,1,2,3,4,5,6,7,8,9,date
0,0.5172619038541727,0.5432419233720475,0.5090416927528926,0.6152650482497881,0.537545524635652,0.5078717630306725,0.6033886451809586,0.5356980367927087,0.4535255887987424,0.5436220897980447,2017-01-01
1,0.4870418384388071,0.4994140501387767,0.49496350650907195,0.5820607995336555,0.5170598385367724,0.48916950098090595,0.5730545261251523,0.5069968787093075,0.42853009492790306,0.5189022554554732,2017-01-08
2,0.4581654710975577,0.4589176860400934,0.48161887682820537,0.550248635057485,0.4973530751281446,0.471513938761296,0.5450502711643611,0.4805596807527056,0.4062319414854653,0.4962223669487076,2017-01-15
3,0.4317257779937538,0.423523818518649,0.46941690070875686,0.520642167923115,0.4788650046365429,0.45548839443817746,0.520614406071314,0.45758993486467914,0.3880623713277167,0.4766675864757404,2017-01-22
4,0.4088157352907241,0.3950034350170944,0.45876667514919023,0.4940550112323838,0.46203539728874166,0.44167618607788517,0.5009854566187394,0.439291132987004,0.375452627310944,0.4613230762345637,2017-01-29
5,0.3905350213730543,0.37510454490654893,0.45011839242894314,0.47133603778640265,0.4473545394920872,0.43072025051124885,0.4873957533469654,0.4268620692897868,0.3698139612419171,0.45127120062434745,2017-02-05
6,0.37808593880848573,0.3652233181109877,0.4445514943673032,0.453874015698278,0.43608621968692624,0.4241764050564949,0.48098276560921815,0.4214296058236428,0.37225152265941347,0.44755148424417435,2017-02-12
7,0.3727510041450644,0.3664809168357794,0.44363726212048427,0.44347971061221453,0.4300988175018853,0.42431400038416833,0.48280981655692357,0.42406438044876044,0.3836312028636466,0.45116996688696503,2017-02-19
8,0.3758148686526342,0.37999118454996805,0.44896006608612127,0.44197511872505646,0.43127680245395467,0.43342137631352384,0.4939382561005269,0.43583553473996295,0.40481252581368615,0.46313179721986275,2017-02-26
9,0.3885589272896902,0.40686273963400743,0.46210152423559714,0.4511782533337509,0.4415014927377889,0.45378192713980114,0.515425303111169,0.45780837411024156,0.4366508564984345,0.48443859641280584,2017-03-05
