,0
0,0.3921043594668531
1,0.43006954796655233
2,0.4638610441367678
3,0.4936485776512509
4,0.5196018781837534
5,0.5418906754080265
6,0.5606846989978223
7,0.5761536786268917
8,0.5884673439689869
9,0.5977954246978592
10,0.6043076504872603
11,0.6081737510109417
12,0.6095634559426549
13,0.6086464949561515
14,0.6055925977251834
15,0.6005714939235015
16,0.593752913224858
17,0.5853065853030042
18,0.5754022398316917
19,0.564209606484672
20,0.5518984149356969
21,0.5386383948585178
22,0.5245992759268864
23,0.509950787814554
24,0.4948626601952726
25,0.4795046227427935
26,0.46404640513086814
27,0.4486577370332484
28,0.43350834812368577
29,0.4187679680759317
30,0.40460632656373785
31,0.3911931532608558
32,0.3786981778410372
33,0.3672591489085717
34,0.356878976333211
35,0.3475250392671151
36,0.3391647166803359
37,0.3317653875429255
38,0.3252944308249363
39,0.31971922549641996
40,0.315007150527429
41,0.3111255848880152
42,0.3080419075482307
43,0.30572349747812777
44,0.3041377336477582
45,0.30325199502717426
46,0.303033660586428
47,0.3034501092955716
48,0.3044687201246571
49,0.3060568720437365
50,0.3081819440228619
51,0.3108113150320856
52,0.3139123640414594
53,0.3174524700210355
54,0.32139901194086595
55,0.32571936877100305
56,0.33038091948149867
57,0.3353510430424049
58,0.34059711842377394
59,0.3460865245956578
60,0.3517866405281086
61,0.3576648451911784
62,0.3636885175549193
63,0.3698250365893835
64,0.37604178126462284
65,0.3823098671843645
66,0.3886170168437848
67,0.394955564647994
68,0.40131784518177493
69,0.4076961930299109
70,0.4140829427771848
71,0.42047042900837966
72,0.4268509863082786
73,0.4332169492616647
74,0.4395606524533208
75,0.44587443046803
76,0.45215061789057553
77,0.45838154930574015
78,0.46455955929830706
79,0.4706769824530593
80,0.4767261533547798
81,0.4826994065882517
82,0.48858907673825797
83,0.4943874983895817
84,0.500087006127006
85,0.5056799345353137
86,0.5111586181992879
87,0.5165153917037116
88,0.5217425896333682
89,0.5268325465730402
90,0.531777597107511
91,0.5365700758215636
92,0.5412023172999809
93,0.545666656127546
94,0.5499554268890419
95,0.5540609641692517
96,0.5579756025529584
97,0.5616948237761235
98,0.5652288551004203
99,0.568592238708788
100,0.5717995173238006
101,0.5748652336680325
102,0.577803930464058
103,0.580630150434451
104,0.5833584363017857
105,0.5860033307886365
106,0.5885793766175775
107,0.5911011165111828
108,0.5935830771891086
109,0.5960395854487582
110,0.5984848321889764
111,0.6009330057115904
112,0.6033982943184276
113,0.6058948863113154
114,0.608436969992081
115,0.6110387336625518
116,0.6137143656245551
117,0.6164780541799182
118,0.6193439876304685
119,0.6223263542780333
120,0.6254393424244399
121,0.6286971403715158
122,0.632113936421088
123,0.6357039188749841
124,0.6394812760350314
125,0.6434601962030572
126,0.6476548676808888
127,0.6520794787703533
128,0.6567482177732784
129,0.6616707280066967
130,0.6668341993532171
131,0.6722189001314894
132,0.6778050967063427
133,0.6835730554426049
134,0.6895030427051054
135,0.6955753248586724
136,0.7017701682681345
137,0.7080678392983208
138,0.7144486043140594
139,0.7208927296801793
140,0.7273804817615093
141,0.7338921269228774
142,0.7404079315291128
143,0.7469081619450442
144,0.7533730845354997
145,0.7597829656653086
146,0.7661180716992991
147,0.7723586690023
148,0.7784850239391402
149,0.7844774028746477
150,0.7903160721736517
151,0.7959812982009808
152,0.8014533473214636
153,0.8067124858999284
154,0.8117389803012043
155,0.8165130968901199
156,0.8210151020315037
157,0.8252252620901843
158,0.8291238434309904
159,0.8326911124187508
160,0.835907335418294
161,0.8387567879300764
162,0.841244633887172
163,0.8433828183781227
164,0.8451832900555776
165,0.846657997572186
166,0.8478188895805966
167,0.8486779147334587
168,0.8492470216834211
169,0.8495381590831332
170,0.8495632755852438
171,0.8493343198424022
172,0.8488632405072573
173,0.8481619862324581
174,0.8472425056706538
175,0.8461167474744935
176,0.844796660296626
177,0.8432941927897006
178,0.8416212936063663
179,0.839789911399272
180,0.8378119948210669
181,0.8356994925244002
182,0.8334643531619208
183,0.8311185253862777
184,0.8286739578501201
185,0.8261425992060971
186,0.8235363981068575
187,0.8208673032050505
188,0.8181472631533253
189,0.8153882266043307
190,0.8126021422107159
191,0.80980095862513
192,0.8069966245002222
193,0.8042001004838688
194,0.80141691671695
195,0.7986507473875588
196,0.7959052650749868
197,0.7931841423585262
198,0.7904910518174687
199,0.7878296660311066
200,0.7852036575787317
201,0.7826166990396356
202,0.7800724629931108
203,0.7775746220184488
204,0.7751268486949419
205,0.7727328156018819
206,0.7703961953185607
207,0.7681206604242703
208,0.7659098834983026
209,0.7637675371199497
210,0.7616972938685033
211,0.7597028263232555
212,0.7577878070634981
213,0.7559559086685234
214,0.7542108037176231
215,0.7525561652930265
216,0.750995707307429
217,0.7495332139922151
218,0.7481724765313751
219,0.7469172861088995
220,0.7457714339087785
221,0.7447387111150028
222,0.7438229089115626
223,0.7430278184824483
224,0.7423572310116502
225,0.7418138133710046
226,0.7413937110350892
227,0.741090723965449
228,0.7408986490385161
229,0.7408112831307232
230,0.7408224231185028
231,0.7409258658782867
232,0.741115408286508
233,0.7413848472195986
234,0.7417279795539912
235,0.7421386021661182
236,0.7426105119324116
237,0.7431375057293043
238,0.7437133804332283
239,0.7443319329206163
240,0.7449869600679004
241,0.7456722587515132
242,0.7463816258478873
243,0.7471088582334546
244,0.7478477527846478
245,0.7485921063778992
246,0.7493357158896412
247,0.7500723781963063
248,0.7507958901743268
249,0.7515000487001351
250,0.7521786506501635
251,0.7528254929008448
252,0.7534343723286109
253,0.7539990858098944
254,0.7545134302211278
255,0.7549712024387432
256,0.7553661993391734
257,0.7556922488604801
258,0.7559433691456515
259,0.7561136503033175
260,0.7561971825772861
261,0.7561880562113653
262,0.7560803614493632
263,0.755868188535088
264,0.7555456277123478
265,0.7551067692249503
266,0.7545457033167038
267,0.7538565202314165
268,0.753033310212896
269,0.7520701635049509
270,0.7509611703513889
271,0.7497004209960181
272,0.7482820056826467
273,0.7467000146550826
274,0.7449485381571339
275,0.7430216664326087
276,0.740913489725315
277,0.7386180982790609
278,0.7361295823376545
279,0.7334420321449038
280,0.7305495379446167
281,0.7274461899806017
282,0.7241260784966663
283,0.7205832937366189
284,0.7168119259442677
285,0.7128060653634202
286,0.708559802237885
287,0.7040672268114698
288,0.6993224293279828
289,0.6943201192116945
290,0.6890590104546555
291,0.6835394103502039
292,0.6777616302731896
293,0.6717259815984624
294,0.6654327757008729
295,0.6588823239552701
296,0.6520749377365045
297,0.6450109284194261
298,0.6376906073788844
299,0.6301142859897294
300,0.6222822756268117
301,0.6141948876649803
302,0.6058524334790856
303,0.5972552244439779
304,0.5884035719345063
305,0.5792977873255212
306,0.5699381819918728
307,0.5603250673084105
308,0.5504587546499843
309,0.5403395553914448
310,0.529967780907641
311,0.5193437425734232
312,0.5084677517636413
313,0.497340119853146
314,0.485961158216786
315,0.47433117822941173
316,0.4624504912658738
317,0.4503194087010209
318,0.43793824190970354
319,0.42530730226677244
320,0.4124269011470761
321,0.39930331501815164
322,0.38598358841191216
323,0.37253181053788775
324,0.3590121009675251
325,0.3454885711970269
326,0.33202533272120816
327,0.31868649703488583
328,0.3055361756328768
329,0.292638480009996
330,0.28005752166106046
331,0.26785741208088704
332,0.256102262764291
333,0.24485618520608898
334,0.23418329090109785
335,0.22414769134413293
336,0.21481349803001093
337,0.20624482245354836
338,0.19850577610956172
339,0.1916604704928666
340,0.1857730170982796
341,0.18090752742061728
342,0.17712811295469544
343,0.17449888519533058
344,0.1730839556373393
345,0.1729474357755375
346,0.17415343710474157
347,0.17676607111976766
348,0.18084944931543256
349,0.18646768318655205
350,0.19368488422794244
351,0.20256516393442053
352,0.2131726338008022
353,0.22555235575179328
354,0.2396117330475484
355,0.25519767360715956
356,0.27215682486050696
357,0.29033583423747356
358,0.30958134916793945
359,0.32974001708178624
360,0.35065848540889377
361,0.37218340157914565
362,0.39416141302242186
363,0.4164391671686024
364,0.43886331144757107
365,0.46128049328920767
366,0.48353736012339243
367,0.5054805593800088
368,0.5269567384889369
369,0.5478125448800568
370,0.5678946259832519
371,0.5870496292284023
372,0.6051242020453885
373,0.6219649918640934
374,0.6374186461143974
375,0.6513318122261808
376,0.6635511376293264
377,0.6739232697537146
378,0.6822948560292263
379,0.6885125438857437
380,0.6924229807531473
381,0.6938728140613185
382,0.6927086912401385
383,0.6887772597194883
384,0.6819251669292496
385,0.6720270450790223
386,0.6591714876393993
387,0.6435458515509688
388,0.6253380244286598
389,0.6047358938873993
390,0.5819273475421168
391,0.557100273007742
392,0.5304425578992009
393,0.5021420898314235
394,0.4723867564193398
395,0.4413644452778751
396,0.4092630440219598
397,0.3762704402665241
398,0.34257452162649293
399,0.30836317571679694
400,0.2738242901523659
401,0.23914575254812542
402,0.2045154505190055
403,0.1701212716799364
