,0,1,2,3,4,5,date
0,0.14381898916399427,0.15832539220980996,0.25483873697118764,0.2949240284377443,0.2872537051884527,0.46741679533882363,2017-01-01
1,0.16855403296238786,0.18026868667116763,0.2753236778745164,0.2983722137158663,0.3033575965297327,0.45777501534958775,2017-01-08
2,0.19377315694368252,0.20301425810658408,0.29635534977292705,0.3030020017051591,0.3194614878710127,0.4489216229378411,2017-01-15
3,0.21975167433380116,0.22697859682249222,0.3182578092032999,0.30944737770932673,0.3355653792122927,0.4423880107734738,2017-01-22
4,0.2467648983586668,0.25257819312532503,0.3413551127025152,0.3183423270320733,0.35166927055357267,0.43928868649508707,2017-01-29
5,0.27510174449579594,0.28022270675840205,0.36599692108468596,0.33032405176919255,0.36777316189485265,0.4407381577412821,2017-02-05
6,0.30523707772724185,0.31022842029010345,0.3928829182930138,0.3460652487516075,0.38387705323613264,0.447790935627094,2017-02-12
7,0.337780417062553,0.3428439978635107,0.4229662550608699,0.36626064337446373,0.40093696086813496,0.4607252607424557,2017-02-19
8,0.373344288456252,0.3783165936417379,0.4572057422619478,0.3916052909444114,0.4206719209377785,0.4792783992007924,2017-02-26
9,0.4125387999384179,0.41689215676134134,0.49655343933817264,0.42278079834884064,0.44422646322935816,0.5031766121652954,2017-03-05
10,0.45567069737784915,0.45866544906183665,0.5411143449645414,0.45980768347296563,0.47274511752716886,0.5321433247549241,2017-03-12
11,0.5024516558996314,0.5034346656095141,0.5893318759021516,0.5017578355159095,0.5072255086647618,0.5656315327220701,2017-03-19
12,0.5525241506451167,0.5509635141158413,0.6394562257657295,0.5476298259074348,0.5472012740824244,0.602604194882853,2017-03-26
13,0.6055306567556572,0.6010157022922854,0.6897375881700006,0.596422210590607,0.5913657340244033,0.6419725853283602,2017-04-02
14,0.6608473758021299,0.6530991699994873,0.7384309224042087,0.6469195193496253,0.6384022193631195,0.6826479781496793,2017-04-09
15,0.7162692770413426,0.7052030116869351,0.7838194881200121,0.697154666080972,0.6869820454819798,0.7235054844784112,2017-04-16
16,0.7690099213889712,0.7547578527018375,0.824196950819379,0.7449956623265995,0.7353609019048022,0.7632322352205136,2017-04-23
17,0.8162819710873912,0.7991934551749058,0.8578569920884287,0.7883105196284602,0.7812825899461968,0.8004544727140492,2017-04-30
18,0.8553661387248044,0.8360028673429085,0.8831547929399106,0.8251107841997707,0.8224593806695593,0.8337984080581566,2017-05-07
19,0.8851628663590498,0.8641854688176137,0.8999093393455095,0.8547688935134365,0.8566046324554031,0.8619274602482252,2017-05-14
20,0.9062232359293696,0.8842757169437025,0.9094313570329051,0.8774082997804044,0.8821351575886549,0.8841869003374224,2017-05-21
21,0.9191725624957384,0.8968771050875631,0.9130986587417033,0.8931603312461022,0.899380922959059,0.9005192813169152,2017-05-28
22,0.9246362920677067,0.9025932933469434,0.91228890147254,0.9021676117851107,0.9089940634913556,0.9108873570168624,2017-06-04
23,0.923356110141973,0.902175943581115,0.9082414980351217,0.9049972081082422,0.9116267141102845,0.9152543292766967,2017-06-11
24,0.9164033974375994,0.8967965016218434,0.9018037530977024,0.9027592107134254,0.90797131025245,0.9136940421166532,2017-06-18
25,0.9049075875357491,0.887700329024917,0.8937539287755343,0.8965991741135686,0.8989821801622329,0.9065353726589707,2017-06-25
26,0.8899981140175866,0.876132787346124,0.8848702871838692,0.8876626119998539,0.8857183063448972,0.894143009403425,2017-07-02
27,0.8728269403993514,0.8633005420847151,0.8758919693613288,0.8770154714159919,0.8692389462246319,0.876881640849792,2017-07-09
28,0.8547494003500925,0.8500609624412796,0.867204983534325,0.8654780546670762,0.8506164003956753,0.8552897513862507,2017-07-16
29,0.8372287080034755,0.8370861286422475,0.8590080138242989,0.8538234078071749,0.8311619916285888,0.8310879110965312,2017-07-23
30,0.8217290680215554,0.825046419642278,0.8514980243949162,0.8428245768903568,0.8123964189465538,0.8064889386026359,2017-07-30
31,0.8096953639871058,0.8146023155206172,0.8448628969736396,0.8331642807180735,0.7958474627453818,0.7837072741823272,2017-08-06
32,0.8016227059239558,0.8059276936159039,0.8388440445565322,0.824784828495546,0.783034987484972,0.7649040055134492,2017-08-13
33,0.7966433276919981,0.7984981813837007,0.8325422204937468,0.8172658656027817,0.7746167169199927,0.7507761026874145,2017-08-20
34,0.7937841289548065,0.7917354398281722,0.8250086627277263,0.8101845522781832,0.769625115889252,0.740411224175461,2017-08-27
35,0.7920720093759557,0.7850611299534827,0.8152946092009137,0.8031129288917638,0.766912598337412,0.7328145556325527,2017-09-03
36,0.7904261605057741,0.7778631075282433,0.8026015925672442,0.7954716557191364,0.7653315782091341,0.7269910373399056,2017-09-10
37,0.7873157940252957,0.7693879977766109,0.786759042419845,0.7865085787880577,0.7635591588943605,0.7216325584613226,2017-09-17
38,0.78109262895574,0.7588455497123898,0.7677603363115394,0.7754621138480706,0.7595074618096653,0.7145047551721644,2017-09-24
39,0.7701083839757785,0.7454455122418711,0.7455988522731385,0.7615709605140226,0.750880005697715,0.7032027696698782,2017-10-01
40,0.7528122271940155,0.7284409109036538,0.7202951224116716,0.7442574687386767,0.7353803046380869,0.6853217441519112,2017-10-08
41,0.7290624014389742,0.7077105317830069,0.6922623145055007,0.7234434547332915,0.7109086389829277,0.6587899928964992,2017-10-15
42,0.6997773027397469,0.6836039678265837,0.6622090057656702,0.6991348429472363,0.6775364479694009,0.6245432625936101,2017-10-22
43,0.6659012165694572,0.6564823093079153,0.6308509874416952,0.6713375578298807,0.636682624555949,0.5851126333752146,2017-10-29
44,0.6283790556563976,0.6267078756264839,0.5989032462020061,0.6401397559485522,0.5897862418852728,0.5430438332807636,2017-11-05
45,0.5882472698703369,0.5948223560486815,0.5669633538949999,0.6062152153565286,0.5382914536907347,0.5008771624502112,2017-11-12
