,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,date
0,0.25366173673320425,0.09085180320443287,0.28194437687599255,0.7429625922961338,0.2674351603423415,0.20813150622916404,0.39535767006428985,0.4677032612194644,0.5800505764378643,0.28739695354604133,0.6375274654204798,0.30417069063834845,0.39101879469010226,0.2975294798154856,0.3529865859274458,0.6389627647571309,0.5780593757476312,0.511840883240772,0.6371323626743887,0.4278611759992113,0.630340383862904,0.31608200154245,0.16997376854525725,0.4675109765809186,0.6147425684681902,2017-01-01
1,0.27616783451283644,0.12352044553178232,0.2896326899724658,0.7022570022444173,0.28010600766862004,0.2364638206011242,0.3769782306570774,0.4503318734662395,0.5568229320805511,0.2980353864579767,0.622924368818458,0.32286843318310676,0.3707164603777614,0.3153709836730806,0.34660907350121434,0.6189404648468895,0.5542821807213218,0.5104471439212241,0.6039336762311955,0.4053929527282603,0.5972386896925661,0.3216576785655923,0.18995415892363687,0.4420736637432647,0.6002320086772467,2017-01-08
2,0.2986739322924685,0.1561890878591316,0.29793848323035776,0.6620101664373272,0.2930356983889157,0.26411040074166825,0.36049925391747284,0.43517644056201943,0.5338193958518697,0.3084959720677117,0.6083212722164364,0.3410160022092761,0.3531728430330404,0.3332124875306754,0.34261607058882215,0.5990485340954974,0.5307746929299566,0.5090534046016763,0.5713172681689221,0.3853826720322594,0.5647195639376292,0.32823969569538247,0.20979269391723954,0.4193437077745872,0.5856171149345364,2017-01-15
3,0.32118003007210066,0.18885773018648117,0.3072437362374057,0.6235269505175588,0.30646677599141475,0.2907764384794258,0.3469341237824524,0.4234185764802846,0.5118431525768491,0.3187725959641302,0.5937181756144148,0.3583850619754517,0.33985897380644026,0.3510539913882703,0.34227906926306273,0.5798293897938535,0.5084412321638886,0.5076596652821284,0.5406446374706337,0.3691409831413834,0.5342390409985877,0.33640911832567083,0.22941373057896325,0.40076475321709204,0.57100073100438,2017-01-22
4,0.3436861278517328,0.2215263725138305,0.317930428581347,0.5880765215822149,0.32064178396430376,0.3161671256430265,0.3372962241889923,0.41623989519451515,0.49176281730008564,0.32885914373611613,0.5791150790123931,0.37474727674022923,0.3322458838484622,0.3688954952458652,0.34686956159672966,0.5619011041400321,0.4882337172562323,0.5062659259625805,0.513084615039548,0.3579785352858073,0.5071073198530811,0.34674701185030815,0.24874162596170596,0.3877804446129853,0.5566936234609087,2017-01-29
5,0.36619222563136494,0.2541950148411799,0.33042221491074053,0.5569280467283988,0.33588599273226644,0.340052937239997,0.33260062349040204,0.41480836027411727,0.47444700506617543,0.33883227715997155,0.5645119824103714,0.38993591868610766,0.3317949783566413,0.38673699910346004,0.3576374867082476,0.545881749332108,0.4711040670401019,0.5048721866430326,0.4898060317788833,0.3531948987814641,0.4846345994787491,0.35987140238005916,0.2677137401983759,0.3818288606325136,0.5430065588782538,2017-02-05
6,0.3886983234109971,0.28686365716852935,0.34571246856063975,0.5314305224836985,0.3536555908439152,0.3630968016108225,0.3338854168440803,0.42010532751574814,0.46085909417286963,0.34990024942036696,0.5499088858083497,0.40462647077565356,0.3398360709921851,0.40457850296105496,0.3755381441735699,0.5324826863279172,0.45808740429744826,0.5034784473234848,0.472005307592112,0.35593818970894125,0.46817862753577905,0.376905587300096,0.2864451919546315,0.38427199172435245,0.5303676871393689,2017-02-12
7,0.4129387090000224,0.3209997237710818,0.36520712065089744,0.5139115241010391,0.37622571326309645,0.38660791090795305,0.3422053741058538,0.4329770220082671,0.45318856596380075,0.36409074767140426,0.5353057892063281,0.42010429699165464,0.35760368432964335,0.4243139770596316,0.4013134724136839,0.5236223012631215,0.451295393736571,0.5020847080039369,0.46123582519391254,0.36724684962820137,0.45971236467629434,0.3993387526396419,0.30517982248894543,0.3964167295860128,0.5207239328388262,2017-02-19
8,0.4412810304683249,0.35897291549240135,0.390321315086014,0.5073548365785133,0.40588978276021315,0.4119098889332822,0.35861563749249176,0.45426665125086213,0.45447935964483094,0.3834497577612636,0.5237260986815248,0.4376683805060335,0.38633021300829756,0.4488470525736007,0.4357006453039899,0.5220601429770935,0.45358993041229556,0.5033223501882168,0.4592997307952964,0.38815687096898305,0.4616375067877412,0.42866825504887796,0.32416434755051776,0.41956873551056895,0.5170806381305201,2017-02-26
9,0.4746753282066408,0.40213664718502995,0.42246195286473287,0.5147563553344824,0.4449270800513528,0.4403227616550711,0.38416386712048906,0.48480866165706715,0.46779279651036665,0.4100153114409783,0.5193895999972235,0.458614806748794,0.42723527228789787,0.47969222090310626,0.47942559390149037,0.5305728719366394,0.4678481711856617,0.5107158043246612,0.4680042311600665,0.4196930969350573,0.47636447144432403,0.4663809372995854,0.3436486941369087,0.4550208231324929,0.5224646763737392,2017-03-05
